('Epochs; batch_size; layer1; layer2; func1; func2; func_out', accuracy)
('30; 1000; 112; 32; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 112; 32; sigmoid; relu; relu', 0.15083967)
('30; 1000; 112; 32; softmax; softmax; relu', 0.15083967)
('30; 1000; 112; 32; softmax; relu; relu', 0.15083967)
('30; 1000; 112; 32; relu; softmax; relu', 0.15083967)
('10; 250; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 112; 16; sigmoid; softmax; relu', 0.15083967)
('10; 250; 112; 16; sigmoid; relu; relu', 0.15083967)
('10; 250; 112; 16; softmax; sigmoid; relu', 0.15083967)
('10; 250; 112; 16; softmax; softmax; relu', 0.15083967)
('10; 250; 112; 16; softmax; relu; relu', 0.15083967)
('10; 250; 112; 16; relu; softmax; relu', 0.15083967)
('10; 500; 112; 16; sigmoid; softmax; relu', 0.15083967)
('10; 500; 112; 16; softmax; sigmoid; relu', 0.15083967)
('10; 500; 112; 16; softmax; relu; relu', 0.15083967)
('10; 500; 112; 16; relu; sigmoid; relu', 0.15083967)
('10; 500; 112; 16; relu; relu; sigmoid', 0.15083967)
('10; 750; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 112; 16; softmax; sigmoid; relu', 0.15083967)
('10; 750; 112; 16; softmax; softmax; relu', 0.15083967)
('10; 750; 112; 16; softmax; relu; relu', 0.15083967)
('10; 750; 112; 16; relu; softmax; relu', 0.15083967)
('10; 1000; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 112; 16; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 112; 16; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 112; 16; softmax; softmax; relu', 0.15083967)
('10; 1000; 112; 16; softmax; relu; relu', 0.15083967)
('10; 1000; 112; 16; relu; sigmoid; relu', 0.15083967)
('10; 1000; 112; 16; relu; softmax; sigmoid', 0.15083967)
('10; 1000; 112; 16; relu; relu; sigmoid', 0.15083967)
('20; 250; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 112; 16; sigmoid; softmax; relu', 0.15083967)
('20; 250; 112; 16; softmax; sigmoid; relu', 0.15083967)
('20; 250; 112; 16; softmax; softmax; relu', 0.15083967)
('20; 250; 112; 16; relu; sigmoid; relu', 0.15083967)
('20; 250; 112; 16; relu; softmax; relu', 0.15083967)
('20; 500; 112; 16; sigmoid; relu; relu', 0.15083967)
('20; 500; 112; 16; softmax; sigmoid; relu', 0.15083967)
('20; 500; 112; 16; softmax; softmax; relu', 0.15083967)
('20; 500; 112; 16; softmax; relu; relu', 0.15083967)
('20; 500; 112; 16; relu; sigmoid; relu', 0.15083967)
('20; 500; 112; 16; relu; softmax; relu', 0.15083967)
('20; 500; 112; 16; relu; relu; sigmoid', 0.15083967)
('20; 750; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 112; 16; sigmoid; softmax; relu', 0.15083967)
('20; 750; 112; 16; sigmoid; relu; relu', 0.15083967)
('20; 750; 112; 16; softmax; softmax; relu', 0.15083967)
('20; 750; 112; 16; softmax; relu; relu', 0.15083967)
('20; 750; 112; 16; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 112; 16; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 112; 16; sigmoid; relu; relu', 0.15083967)
('20; 1000; 112; 16; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 112; 16; softmax; softmax; relu', 0.15083967)
('20; 1000; 112; 16; softmax; relu; relu', 0.15083967)
('20; 1000; 112; 16; relu; softmax; relu', 0.15083967)
('20; 1000; 112; 16; relu; relu; sigmoid', 0.15083967)
('30; 250; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 112; 16; sigmoid; softmax; relu', 0.15083967)
('30; 250; 112; 16; sigmoid; relu; relu', 0.15083967)
('30; 250; 112; 16; softmax; sigmoid; relu', 0.15083967)
('30; 250; 112; 16; softmax; relu; relu', 0.15083967)
('30; 250; 112; 16; relu; softmax; relu', 0.15083967)
('30; 250; 112; 16; relu; relu; sigmoid', 0.15083967)
('30; 500; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 112; 16; sigmoid; relu; relu', 0.15083967)
('30; 500; 112; 16; softmax; sigmoid; relu', 0.15083967)
('30; 500; 112; 16; softmax; softmax; relu', 0.15083967)
('30; 500; 112; 16; softmax; relu; relu', 0.15083967)
('30; 500; 112; 16; relu; sigmoid; relu', 0.15083967)
('30; 500; 112; 16; relu; softmax; relu', 0.15083967)
('30; 500; 112; 16; relu; relu; sigmoid', 0.15083967)
('30; 750; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 112; 16; sigmoid; softmax; relu', 0.15083967)
('30; 750; 112; 16; sigmoid; relu; relu', 0.15083967)
('30; 750; 112; 16; softmax; sigmoid; relu', 0.15083967)
('30; 750; 112; 16; softmax; softmax; relu', 0.15083967)
('30; 750; 112; 16; softmax; relu; relu', 0.15083967)
('30; 750; 112; 16; relu; softmax; relu', 0.15083967)
('30; 1000; 112; 16; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 112; 16; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 112; 16; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 112; 16; softmax; softmax; relu', 0.15083967)
('30; 1000; 112; 16; softmax; relu; relu', 0.15083967)
('30; 1000; 112; 16; relu; softmax; relu', 0.15083967)
('30; 1000; 112; 16; relu; relu; sigmoid', 0.15083967)
('10; 250; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 96; 64; sigmoid; softmax; relu', 0.15083967)
('10; 250; 96; 64; sigmoid; relu; relu', 0.15083967)
('10; 250; 96; 64; softmax; sigmoid; relu', 0.15083967)
('10; 250; 96; 64; softmax; softmax; relu', 0.15083967)
('10; 250; 96; 64; softmax; relu; relu', 0.15083967)
('10; 250; 96; 64; relu; sigmoid; relu', 0.15083967)
('10; 250; 96; 64; relu; softmax; relu', 0.15083967)
('10; 500; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 96; 64; sigmoid; softmax; relu', 0.15083967)
('10; 500; 96; 64; sigmoid; relu; relu', 0.15083967)
('10; 500; 96; 64; softmax; sigmoid; relu', 0.15083967)
('10; 500; 96; 64; softmax; softmax; relu', 0.15083967)
('10; 500; 96; 64; softmax; relu; relu', 0.15083967)
('10; 500; 96; 64; relu; softmax; relu', 0.15083967)
('10; 750; 96; 64; sigmoid; softmax; relu', 0.15083967)
('10; 750; 96; 64; sigmoid; relu; relu', 0.15083967)
('10; 750; 96; 64; softmax; softmax; relu', 0.15083967)
('10; 750; 96; 64; softmax; relu; relu', 0.15083967)
('10; 750; 96; 64; relu; sigmoid; relu', 0.15083967)
('10; 750; 96; 64; relu; softmax; softmax', 0.15083967)
('10; 1000; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 96; 64; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 96; 64; sigmoid; relu; relu', 0.15083967)
('10; 1000; 96; 64; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 96; 64; softmax; softmax; relu', 0.15083967)
('10; 1000; 96; 64; softmax; relu; relu', 0.15083967)
('20; 250; 96; 64; sigmoid; softmax; relu', 0.15083967)
('20; 250; 96; 64; softmax; sigmoid; relu', 0.15083967)
('20; 250; 96; 64; softmax; softmax; relu', 0.15083967)
('20; 250; 96; 64; softmax; relu; relu', 0.15083967)
('20; 250; 96; 64; relu; sigmoid; relu', 0.15083967)
('20; 250; 96; 64; relu; softmax; relu', 0.15083967)
('20; 500; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 96; 64; sigmoid; softmax; relu', 0.15083967)
('20; 500; 96; 64; sigmoid; relu; relu', 0.15083967)
('20; 500; 96; 64; softmax; sigmoid; relu', 0.15083967)
('20; 500; 96; 64; softmax; softmax; relu', 0.15083967)
('20; 500; 96; 64; softmax; relu; relu', 0.15083967)
('20; 500; 96; 64; relu; sigmoid; relu', 0.15083967)
('20; 500; 96; 64; relu; softmax; relu', 0.15083967)
('20; 750; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 96; 64; sigmoid; softmax; relu', 0.15083967)
('20; 750; 96; 64; softmax; sigmoid; relu', 0.15083967)
('20; 750; 96; 64; softmax; softmax; relu', 0.15083967)
('20; 750; 96; 64; softmax; relu; relu', 0.15083967)
('20; 750; 96; 64; relu; sigmoid; relu', 0.15083967)
('20; 750; 96; 64; relu; softmax; relu', 0.15083967)
('20; 1000; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 96; 64; sigmoid; relu; relu', 0.15083967)
('20; 1000; 96; 64; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 96; 64; softmax; softmax; relu', 0.15083967)
('20; 1000; 96; 64; relu; sigmoid; relu', 0.15083967)
('20; 1000; 96; 64; relu; softmax; relu', 0.15083967)
('20; 1000; 96; 64; relu; relu; sigmoid', 0.15083967)
('30; 250; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 96; 64; sigmoid; softmax; relu', 0.15083967)
('30; 250; 96; 64; sigmoid; relu; relu', 0.15083967)
('30; 250; 96; 64; softmax; softmax; relu', 0.15083967)
('30; 250; 96; 64; softmax; relu; relu', 0.15083967)
('30; 250; 96; 64; relu; sigmoid; relu', 0.15083967)
('30; 250; 96; 64; relu; softmax; relu', 0.15083967)
('30; 250; 96; 64; relu; relu; sigmoid', 0.15083967)
('30; 500; 96; 64; sigmoid; softmax; relu', 0.15083967)
('30; 500; 96; 64; sigmoid; relu; relu', 0.15083967)
('30; 500; 96; 64; softmax; sigmoid; relu', 0.15083967)
('30; 500; 96; 64; softmax; softmax; relu', 0.15083967)
('30; 500; 96; 64; relu; softmax; relu', 0.15083967)
('30; 750; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 96; 64; sigmoid; softmax; relu', 0.15083967)
('30; 750; 96; 64; sigmoid; relu; relu', 0.15083967)
('30; 750; 96; 64; softmax; sigmoid; relu', 0.15083967)
('30; 750; 96; 64; softmax; softmax; relu', 0.15083967)
('30; 750; 96; 64; softmax; relu; relu', 0.15083967)
('30; 750; 96; 64; relu; softmax; relu', 0.15083967)
('30; 750; 96; 64; relu; relu; relu', 0.15083967)
('30; 1000; 96; 64; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 96; 64; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 96; 64; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 96; 64; softmax; softmax; relu', 0.15083967)
('30; 1000; 96; 64; softmax; relu; relu', 0.15083967)
('30; 1000; 96; 64; relu; softmax; relu', 0.15083967)
('30; 1000; 96; 64; relu; relu; sigmoid', 0.15083967)
('10; 250; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 96; 48; sigmoid; softmax; relu', 0.15083967)
('10; 250; 96; 48; sigmoid; relu; relu', 0.15083967)
('10; 250; 96; 48; softmax; softmax; relu', 0.15083967)
('10; 250; 96; 48; softmax; relu; relu', 0.15083967)
('10; 250; 96; 48; relu; sigmoid; relu', 0.15083967)
('10; 250; 96; 48; relu; relu; sigmoid', 0.15083967)
('10; 500; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 96; 48; sigmoid; softmax; relu', 0.15083967)
('10; 500; 96; 48; sigmoid; relu; relu', 0.15083967)
('10; 500; 96; 48; softmax; softmax; relu', 0.15083967)
('10; 500; 96; 48; softmax; relu; relu', 0.15083967)
('10; 500; 96; 48; relu; sigmoid; relu', 0.15083967)
('10; 500; 96; 48; relu; softmax; relu', 0.15083967)
('10; 750; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 96; 48; sigmoid; softmax; relu', 0.15083967)
('10; 750; 96; 48; sigmoid; relu; relu', 0.15083967)
('10; 750; 96; 48; softmax; sigmoid; relu', 0.15083967)
('10; 750; 96; 48; softmax; softmax; relu', 0.15083967)
('10; 750; 96; 48; softmax; relu; relu', 0.15083967)
('10; 750; 96; 48; relu; sigmoid; relu', 0.15083967)
('10; 750; 96; 48; relu; relu; sigmoid', 0.15083967)
('10; 1000; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 96; 48; sigmoid; relu; relu', 0.15083967)
('10; 1000; 96; 48; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 96; 48; softmax; softmax; relu', 0.15083967)
('10; 1000; 96; 48; softmax; relu; relu', 0.15083967)
('10; 1000; 96; 48; relu; softmax; sigmoid', 0.15083967)
('10; 1000; 96; 48; relu; relu; sigmoid', 0.15083967)
('20; 250; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 96; 48; sigmoid; softmax; relu', 0.15083967)
('20; 250; 96; 48; sigmoid; relu; relu', 0.15083967)
('20; 250; 96; 48; softmax; sigmoid; relu', 0.15083967)
('20; 250; 96; 48; softmax; softmax; relu', 0.15083967)
('20; 250; 96; 48; relu; softmax; relu', 0.15083967)
('20; 500; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 96; 48; sigmoid; softmax; relu', 0.15083967)
('20; 500; 96; 48; softmax; sigmoid; relu', 0.15083967)
('20; 500; 96; 48; softmax; softmax; relu', 0.15083967)
('20; 500; 96; 48; softmax; relu; relu', 0.15083967)
('20; 500; 96; 48; relu; sigmoid; relu', 0.15083967)
('20; 500; 96; 48; relu; softmax; relu', 0.15083967)
('20; 750; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 96; 48; sigmoid; softmax; relu', 0.15083967)
('20; 750; 96; 48; sigmoid; relu; relu', 0.15083967)
('20; 750; 96; 48; softmax; softmax; relu', 0.15083967)
('20; 750; 96; 48; softmax; relu; relu', 0.15083967)
('20; 750; 96; 48; relu; sigmoid; relu', 0.15083967)
('20; 750; 96; 48; relu; softmax; relu', 0.15083967)
('20; 750; 96; 48; relu; relu; sigmoid', 0.15083967)
('20; 1000; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('20; 1000; 96; 48; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 96; 48; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 96; 48; softmax; softmax; relu', 0.15083967)
('20; 1000; 96; 48; softmax; relu; relu', 0.15083967)
('20; 1000; 96; 48; relu; sigmoid; relu', 0.15083967)
('20; 1000; 96; 48; relu; softmax; relu', 0.15083967)
('20; 1000; 96; 48; relu; relu; sigmoid', 0.15083967)
('30; 250; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 250; 96; 48; sigmoid; softmax; relu', 0.15083967)
('30; 250; 96; 48; sigmoid; relu; relu', 0.15083967)
('30; 250; 96; 48; softmax; sigmoid; relu', 0.15083967)
('30; 250; 96; 48; softmax; softmax; relu', 0.15083967)
('30; 250; 96; 48; softmax; relu; relu', 0.15083967)
('30; 250; 96; 48; relu; sigmoid; relu', 0.15083967)
('30; 250; 96; 48; relu; softmax; relu', 0.15083967)
('30; 250; 96; 48; relu; relu; sigmoid', 0.15083967)
('30; 250; 96; 48; relu; relu; relu', 0.15083967)
('30; 500; 96; 48; sigmoid; softmax; relu', 0.15083967)
('30; 500; 96; 48; sigmoid; relu; relu', 0.15083967)
('30; 500; 96; 48; softmax; sigmoid; relu', 0.15083967)
('30; 500; 96; 48; softmax; softmax; relu', 0.15083967)
('30; 500; 96; 48; softmax; relu; relu', 0.15083967)
('30; 500; 96; 48; relu; sigmoid; relu', 0.15083967)
('30; 500; 96; 48; relu; softmax; relu', 0.15083967)
('30; 750; 96; 48; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 96; 48; sigmoid; softmax; relu', 0.15083967)
('30; 750; 96; 48; sigmoid; relu; relu', 0.15083967)
('30; 750; 96; 48; softmax; sigmoid; relu', 0.15083967)
('30; 750; 96; 48; softmax; softmax; relu', 0.15083967)
('30; 750; 96; 48; softmax; relu; relu', 0.15083967)
('30; 750; 96; 48; relu; softmax; relu', 0.15083967)
('30; 1000; 96; 48; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 96; 48; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 96; 48; softmax; softmax; relu', 0.15083967)
('30; 1000; 96; 48; softmax; relu; relu', 0.15083967)
('30; 1000; 96; 48; relu; sigmoid; relu', 0.15083967)
('30; 1000; 96; 48; relu; softmax; relu', 0.15083967)
('10; 250; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 96; 32; sigmoid; softmax; relu', 0.15083967)
('10; 250; 96; 32; sigmoid; relu; relu', 0.15083967)
('10; 250; 96; 32; softmax; softmax; relu', 0.15083967)
('10; 250; 96; 32; softmax; relu; relu', 0.15083967)
('10; 250; 96; 32; relu; sigmoid; relu', 0.15083967)
('10; 250; 96; 32; relu; softmax; relu', 0.15083967)
('10; 250; 96; 32; relu; relu; sigmoid', 0.15083967)
('10; 500; 96; 32; sigmoid; softmax; relu', 0.15083967)
('10; 500; 96; 32; softmax; sigmoid; relu', 0.15083967)
('10; 500; 96; 32; softmax; softmax; relu', 0.15083967)
('10; 500; 96; 32; softmax; relu; relu', 0.15083967)
('10; 500; 96; 32; relu; softmax; relu', 0.15083967)
('10; 750; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 96; 32; sigmoid; relu; relu', 0.15083967)
('10; 750; 96; 32; softmax; softmax; relu', 0.15083967)
('10; 750; 96; 32; softmax; relu; relu', 0.15083967)
('10; 750; 96; 32; relu; softmax; softmax', 0.15083967)
('10; 750; 96; 32; relu; softmax; relu', 0.15083967)
('10; 1000; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 96; 32; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 96; 32; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 96; 32; relu; relu; sigmoid', 0.15083967)
('20; 250; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 250; 96; 32; sigmoid; relu; relu', 0.15083967)
('20; 250; 96; 32; softmax; softmax; relu', 0.15083967)
('20; 250; 96; 32; softmax; relu; relu', 0.15083967)
('20; 250; 96; 32; relu; softmax; relu', 0.15083967)
('20; 250; 96; 32; relu; relu; relu', 0.15083967)
('20; 500; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 500; 96; 32; sigmoid; softmax; relu', 0.15083967)
('20; 500; 96; 32; softmax; sigmoid; relu', 0.15083967)
('20; 500; 96; 32; softmax; softmax; relu', 0.15083967)
('20; 500; 96; 32; softmax; relu; relu', 0.15083967)
('20; 500; 96; 32; relu; sigmoid; relu', 0.15083967)
('20; 500; 96; 32; relu; softmax; relu', 0.15083967)
('20; 500; 96; 32; relu; relu; sigmoid', 0.15083967)
('20; 750; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('20; 750; 96; 32; sigmoid; softmax; relu', 0.15083967)
('20; 750; 96; 32; softmax; sigmoid; relu', 0.15083967)
('20; 750; 96; 32; softmax; softmax; relu', 0.15083967)
('20; 750; 96; 32; softmax; relu; relu', 0.15083967)
('20; 750; 96; 32; relu; sigmoid; relu', 0.15083967)
('20; 750; 96; 32; relu; softmax; relu', 0.15083967)
('20; 1000; 96; 32; sigmoid; softmax; relu', 0.15083967)
('20; 1000; 96; 32; softmax; sigmoid; relu', 0.15083967)
('20; 1000; 96; 32; softmax; softmax; relu', 0.15083967)
('20; 1000; 96; 32; softmax; relu; relu', 0.15083967)
('20; 1000; 96; 32; relu; softmax; relu', 0.15083967)
('20; 1000; 96; 32; relu; relu; relu', 0.15083967)
('30; 250; 96; 32; sigmoid; softmax; relu', 0.15083967)
('30; 250; 96; 32; sigmoid; relu; relu', 0.15083967)
('30; 250; 96; 32; softmax; sigmoid; relu', 0.15083967)
('30; 250; 96; 32; softmax; softmax; relu', 0.15083967)
('30; 250; 96; 32; softmax; relu; relu', 0.15083967)
('30; 250; 96; 32; relu; sigmoid; relu', 0.15083967)
('30; 250; 96; 32; relu; softmax; relu', 0.15083967)
('30; 250; 96; 32; relu; relu; sigmoid', 0.15083967)
('30; 500; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 500; 96; 32; sigmoid; softmax; relu', 0.15083967)
('30; 500; 96; 32; sigmoid; relu; relu', 0.15083967)
('30; 500; 96; 32; softmax; softmax; relu', 0.15083967)
('30; 500; 96; 32; softmax; relu; relu', 0.15083967)
('30; 500; 96; 32; relu; sigmoid; relu', 0.15083967)
('30; 500; 96; 32; relu; softmax; relu', 0.15083967)
('30; 500; 96; 32; relu; relu; sigmoid', 0.15083967)
('30; 750; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 750; 96; 32; sigmoid; softmax; relu', 0.15083967)
('30; 750; 96; 32; softmax; softmax; relu', 0.15083967)
('30; 750; 96; 32; softmax; relu; relu', 0.15083967)
('30; 750; 96; 32; relu; sigmoid; relu', 0.15083967)
('30; 750; 96; 32; relu; softmax; relu', 0.15083967)
('30; 1000; 96; 32; sigmoid; sigmoid; relu', 0.15083967)
('30; 1000; 96; 32; sigmoid; softmax; relu', 0.15083967)
('30; 1000; 96; 32; softmax; sigmoid; relu', 0.15083967)
('30; 1000; 96; 32; softmax; softmax; relu', 0.15083967)
('30; 1000; 96; 32; softmax; relu; relu', 0.15083967)
('30; 1000; 96; 32; relu; sigmoid; relu', 0.15083967)
('30; 1000; 96; 32; relu; softmax; relu', 0.15083967)
('30; 1000; 96; 32; relu; relu; sigmoid', 0.15083967)
('10; 250; 96; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 250; 96; 16; sigmoid; softmax; relu', 0.15083967)
('10; 250; 96; 16; sigmoid; relu; relu', 0.15083967)
('10; 250; 96; 16; softmax; relu; relu', 0.15083967)
('10; 250; 96; 16; relu; softmax; relu', 0.15083967)
('10; 250; 96; 16; relu; relu; sigmoid', 0.15083967)
('10; 500; 96; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 500; 96; 16; sigmoid; softmax; relu', 0.15083967)
('10; 500; 96; 16; softmax; softmax; relu', 0.15083967)
('10; 500; 96; 16; softmax; relu; relu', 0.15083967)
('10; 500; 96; 16; relu; sigmoid; relu', 0.15083967)
('10; 500; 96; 16; relu; softmax; relu', 0.15083967)
('10; 500; 96; 16; relu; relu; sigmoid', 0.15083967)
('10; 750; 96; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 750; 96; 16; sigmoid; softmax; relu', 0.15083967)
('10; 750; 96; 16; sigmoid; relu; relu', 0.15083967)
('10; 750; 96; 16; softmax; sigmoid; relu', 0.15083967)
('10; 750; 96; 16; softmax; softmax; relu', 0.15083967)
('10; 750; 96; 16; softmax; relu; relu', 0.15083967)
('10; 750; 96; 16; relu; sigmoid; relu', 0.15083967)
('10; 750; 96; 16; relu; relu; sigmoid', 0.15083967)
('10; 1000; 96; 16; sigmoid; sigmoid; relu', 0.15083967)
('10; 1000; 96; 16; sigmoid; softmax; relu', 0.15083967)
('10; 1000; 96; 16; sigmoid; relu; relu', 0.15083967)
('10; 1000; 96; 16; softmax; sigmoid; relu', 0.15083967)
('10; 1000; 96; 16; softmax; softmax; relu', 0.15083967)
('10; 1000; 96; 16; softmax; relu; relu', 0.15083967)
('10; 1000; 96; 16; relu; relu; sigmoid', 0.15083967)
